title,description,points,price,variety,region_1,variety_region
Chatom Vineyards 2013 Chardonnay (Calaveras County),"This is a pretty taut wine that combines a rich style with good, vibrant acidity. Yet it is described as 100% fermented in stainless steel rather than oak barrels. The aromas resemble toasted baguette, butter and toasted walnut, while the flavors are like ripe apple and almonds.",87,20.0,Chardonnay,Calaveras County,Chardonnay-Calaveras County
Collina San Ponzio 2010 Riserva  (Barolo),"This opens with aromas of espresso, leather, prune, toasted hazelnut and a whiff of dark spice. The palate is evolved, showing roasted coffee bean, raisin and licorice alongside somewhat astringent tannins. You'll also note a green sensation of powdered sage on the close.",86,62.0,Nebbiolo,Barolo,Nebbiolo-Barolo
Armida 2009 Maple Vineyards Zinfandel (Dry Creek Valley),"Ripe to the point of overripe, with dried blackberry, cherry and raisin flavors, this Zin also is hot in alcohol. Drink now with rich, fatty barbecue to soften its tough tannins.",86,39.0,Zinfandel,Dry Creek Valley,Zinfandel-Dry Creek Valley
Tiza 2012 Malbec (Uco Valley),"Ripe and saturated on the nose, this big boy is dealing blackberry, raisin and graphite on a heady bouquet. A jammy, generous palate comes as no surprise given the wine's color and nose; flavors of baked black fruits, aged dry cheese and salt finish dry and chunky.",89,20.0,Malbec,Uco Valley,Malbec-Uco Valley
Airfield Estates 2014 Dauntless Red (Yakima Valley),"Merlot (73%) takes the lead on this wine, which is rounded out by Malbec (12%), Cabernet Sauvignon (7%), Petit Verdot (4%) and Cabernet Franc. Aromas of herb, barrel spice, pencil lead and red and black fruit are followed by plump yet elegant fruit flavors backed by chalky tannins. It shows a lot of restraint.",90,18.0,Bordeaux-style Red Blend,Yakima Valley,Bordeaux-style Red Blend-Yakima Valley
D'Alessandro 2010 Grillo (Sicilia),"Grillo is a popular white variety planted in many areas of Sicily and once used as a blending component in Marsala. This expression is fresh, clean and marked by bright citrus endnotes.",87,20.0,Grillo,Sicilia,Grillo-Sicilia
Novy 2007 Van der Kamp Vineyard Pinot Meunier (Sonoma Mountain),"A bit heavy and jammy-rich, with cherry pie filling, raspberry and red currant flavors. Oak adds the usual smoky, spicy notes. Drink now.",84,27.0,Pinot Meunier,Sonoma Mountain,Pinot Meunier-Sonoma Mountain
Veritas 2013 Paul Shaffer 5th Edition Petit Verdot (Monticello),"Charred blackberries and deep caramel notes make up the nose of this wine named after the cellar master. Medium in feel, the palate shows a decent roundness, however racing acids cut the midpalate short. Additional black fruit carry the flavors, with black pepper marking the finish.",86,50.0,Petit Verdot,Monticello,Petit Verdot-Monticello
Château Beauséjour 2014 Cuvée Spéciale  (Puisseguin Saint-Émilion),"This is a delicious ripe wine, full of black fruits and with generous tannins. Mint flavors come from the new wood aging and enhance the ripe berry flavors and acidity. Drink this structured wine from 2018.",91,36.0,Bordeaux-style Red Blend,Puisseguin Saint-Émilion,Bordeaux-style Red Blend-Puisseguin Saint-Émilion
Amici 2014 Pinot Noir (Russian River Valley),"Soft tannins support a lighter style of leather, strawberry and herb in this structured, aromatic wine, speckled in cherry cola.",89,35.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Château Mayne Vieil 2013 Cuvée Aliénor  (Fronsac),"While this wine is concentrated with firm tannins, the rich fruit dominates. It is dark, complex and rich, filled with black-plum flavors and a good structure. Intense juiciness character complements the tannins, giving a ripe wine that can age. Drink from 2018.",91,22.0,Bordeaux-style Red Blend,Fronsac,Bordeaux-style Red Blend-Fronsac
Les Jamelles NV Méthode Traditionnelle Brut Chardonnay-Pinot Noir Sparkling Wine  (France),"Clean and fresh with lively citrus rind and red apple flesh aromas and flavors. It's not overdone and quite drinkable, with a soft toastiness that lingers through the finish. The texture is creamy and the swallow crisp.",87,21.0,Champagne Blend,France,Champagne Blend-France
Domaine Leflaive 2008 Les Pucelles Premier Cru  (Puligny-Montrachet),"A fine, elegant wine, with balanced toast and acidity, great ripe apricot flavors along with spice from the toast, acidity, citrus and a hint of ginger. Still very young, this pure fruited wine could age over 6–10 years.",95,260.0,Chardonnay,Puligny-Montrachet,Chardonnay-Puligny-Montrachet
Peju 2011 Cabernet Franc (Napa Valley),"This lovely wine is delicately structured, but quite complex and enjoyable. It has a silky texture framing cherry and red currant flavors that are subtlely tinged with sweet pea and oak. Drink now–2017.",91,55.0,Cabernet Franc,Napa Valley,Cabernet Franc-Napa Valley
Jason-Stephens 2009 Estate Cabernet Franc (Santa Clara Valley),"Nondescript in aroma, this soft Cabernet Franc offers pronounced tannins and a taste of red currant.",84,32.0,Cabernet Franc,Santa Clara Valley,Cabernet Franc-Santa Clara Valley
Domaine Barmès-Buecher 2008 Herrenweg Gewurztraminer (Alsace),"This gold-colored, mature wine shows deliciously rich spice as well as a dense texture. It's full bodied and definitely ready to drink.",86,,Gewürztraminer,Alsace,Gewürztraminer-Alsace
Guy Saget 2009 Château de la Mulonnière l'Effet Papillon  (Savennières),"Like most Savennières, this is a dry wine. Yet it is so rich, rounded and packed with ripe tropical fruits. The texture is opulent, smooth, creamy and concentrated. It needs to age for at least fours years.",91,38.0,Chenin Blanc,Savennières,Chenin Blanc-Savennières
Small Vines 2014 TBH Vineyard Pinot Noir (Sonoma Coast),"A first-release from this site, this is a balanced, lightly textured wine, pretty in rose and lavender, with an intriguing shock of white pepper. Baked cherry and plum find companionship in savory clove and cinnamon on the delicate palate.",93,82.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Castiglion del Bosco 2007 Campo del Drago  (Brunello di Montalcino),"Youthful, bright and direct in its bold cherry and blueberry aromas. Vinous, chewy and raw with more evolution ahead. Chewy density with bold concentration and ripe fruit. Give it 4–6 more years.",93,80.0,Sangiovese Grosso,Brunello di Montalcino,Sangiovese Grosso-Brunello di Montalcino
Domaine Alfred 2005 Chamisal Vineyards Syrah (Edna Valley),"This Syrah shows the bright fruit and crisp, organizing acidity of Domaine Alfred's Chamisal botting, which is their reserve, without quite the lushness and power. Nonetheless, it's a fine Syrah, firm and dry in tannins, with fat, sappy texture framing jammy cherry, blackberry and peppery fruit.",89,28.0,Syrah,Edna Valley,Syrah-Edna Valley
High Valley Vineyard 2013 Barbera (High Valley),"This wine from a small, high-elevation district in Lake County adds fresh cherry and raspberry aromas to rich, softly spicy fruit and oak flavors. Smooth and easy in texture, it's supported by good acidity and moderate tannnis in a style for which Barbera is well known in Italy.",91,28.0,Barbera,High Valley,Barbera-High Valley
Tamber Bey 2014 Deux Chevaux Vineyard Merlot (Yountville),"This 100% varietal wine is brawny and blustery in style: big boned with a lot of heat. Sturdy tannins surround extracted black fruit and shards of cinnamon, with fresh tobacco taking root on the finish.",89,75.0,Merlot,Yountville,Merlot-Yountville
Goat Bubbles 2014 Sierra Madre Vineyard Crémant Sparkling (Santa Maria Valley),"Light and chalky aromas of lemon peel, yeast and white flowers are pure and inviting on the nose of this bottling by regional sparkling pioneer Norm Yost. Clean lines of lime peel and rounded hints of nectarine show on the very pleasing and non-aggressive palate.",92,40.0,Sparkling Blend,Santa Maria Valley,Sparkling Blend-Santa Maria Valley
Gimenez Riili 2013 Padres Dedicados Malbec (Mendoza),"Wiry, slightly grassy aromas of raspberry and plum come with a touch of oaky vanilla. This Malbec feels downright hard and choppy due to tough gritty tannins. Plum and berry flavors come in blips rather than a harmonious whole, and this tastes of lactic oak and rubber on the finish.",87,30.0,Malbec,Mendoza,Malbec-Mendoza
René Muré NV Rosé Sparkling (Crémant d'Alsace),A very vivid impression of tart red currant on the nose soon attains a creamy edge. The palate has beautiful purity of fruit: Red currant heightened by vivid citrus freshness. There is something weightless and wonderfully light about this with its really fine mousse—a sophisticated dry apéritif with a wonderful and long aftertaste of tart red apple.,92,30.0,Sparkling Blend,Crémant d'Alsace,Sparkling Blend-Crémant d'Alsace
Gino Fasoli 2007 Alteo  (Amarone della Valpolicella),"The 17.5% alcohol is a bit much, but the burning effect is dampened by the mouthfeel's extraordinary thickness and richness. It's big and bold, with intense aromas of toasted nut, vanilla, chocolate fudge, blackberry jam and exotic spice.",89,99.0,"Corvina, Rondinella, Molinara",Amarone della Valpolicella,"Corvina, Rondinella, Molinara-Amarone della Valpolicella"
Château les Aubiers 2015  Blaye Côtes de Bordeaux,"Produced from organically grown grapes, this Merlot-dominated wine is bright with red fruit and lined with tight tannins. It has the crisp edge of youth that will fill out with time. Drink from 2019.",87,25.0,Bordeaux-style Red Blend,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend-Blaye Côtes de Bordeaux
Fasi Crest 2007 Private Reserve Syrah (Madera),"A bit too sweet for comfort. The tannins are soft and refined, and the blackberry, cocoa and spice flavors are just fine. But that sugary finish makes it unbalanced.",83,24.0,Syrah,Madera,Syrah-Madera
Chateau Lettau 2010 Rendezvous Halter Ranch Red (Paso Robles),"A simple wine, soft and candied, with raspberry and cherry flavors. It's a Rhône-style blend based on Syrah.",83,32.0,Rhône-style Red Blend,Paso Robles,Rhône-style Red Blend-Paso Robles
Torraccia del Piantavigna 2006  Gattinara,"This has a slightly aged appearance and tertiary aromas of candied berry, leather, tobacco and cola. The tannins are firm and tight; it still has an aging future ahead.",88,38.0,Nebbiolo,Gattinara,Nebbiolo-Gattinara
Sbragia 2006 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),"One for the cellar. It's vibrantly rich and forward in blackberries, black cherries, plums, dark chocolate and sweet smoky new oak, yet very tannic. Creates an astringency that lasts through the spicy finish. It would be a pity to open it before 2012, and will last for years after.",95,50.0,Cabernet Sauvignon,Sonoma Valley,Cabernet Sauvignon-Sonoma Valley
Owen Roe 2006 DuBrul Vineyard Chardonnay (Yakima Valley),"This is crystal clear, fleshy and ripe, yet still graceful and refined. Mixed stone fruits are cut with yellow apple, the acids are natural and perfectly integrated. The wine was barrel fermented in a 50/50 mix of new and neutral, and there is just a hint of caramel in the extended finish.",90,28.0,Chardonnay,Yakima Valley,Chardonnay-Yakima Valley
Northstar 2012 Cabernet Sauvignon (Columbia Valley (WA)),"The fruit for this 100% varietal wine comes from Cold Creek, Klipsun and Anna Marie vineyards. Herb, dark fruit, toast and raspberry aromas lead to tightly wound fruit flavors with a buttery top note. Its best days await. Enjoy after 2018.",91,41.0,Cabernet Sauvignon,Columbia Valley (WA),Cabernet Sauvignon-Columbia Valley (WA)
Dubl NV Dublesse Dosaggio Zero Metodo Classico Greco (Vino Spumante),"Lovely floral aromas of white spring flower meld together with scents of an orchard in bloom and a whiff of bread crust. The creamy palate doles out apple, yellow peach, toasted nut and a hint of honey alongside a persistent perlage.",90,57.0,Greco,Vino Spumante,Greco-Vino Spumante
Triacca 2012 La Madonnina Gran Selezione  (Chianti Classico),"Initially shy, the nose eventually reveals subdued aromas of dark berry, sunbaked earth and blue flower. The medium-bodied palate offers mature black cherry, anise and a hint of crushed herb while rounded tannins provide the framework. Drink through 2019.",89,26.0,Sangiovese,Chianti Classico,Sangiovese-Chianti Classico
Château Rocher Bellevue 2014  Castillon Côtes de Bordeaux,"A fruity wine from Bordeaux Vineam, this is ripe and full of red-berry fruits. It has tannins that are softening already to give an accessible wine that is rich and full. Drink from 2019.",86,14.0,Bordeaux-style Red Blend,Castillon Côtes de Bordeaux,Bordeaux-style Red Blend-Castillon Côtes de Bordeaux
Ambassador Vineyard 2014 Estate Grown Grenache (Red Mountain),"Wood aromas are out front, with notes of vanilla, dill and char, making it hard to get at the fruit. On the palate, the oak almost completely obliterates any sense of the fruit underneath as well. The variety is completely lost.",85,42.0,Grenache,Red Mountain,Grenache-Red Mountain
Château Bardins 2010  Pessac-Léognan,"The wine shows the firmly tannic structure of the vintage. It is dense, packed with dark fruits and dry tannins that are slowly developing. That makes for a rich, black-fruited wine, concentrated and needing to age further. Drink from 2018.",89,32.0,Bordeaux-style Red Blend,Pessac-Léognan,Bordeaux-style Red Blend-Pessac-Léognan
Corley 2007 Proprietary Red Wine Red (Napa Valley),"Makes for nice drinking right now, because of the abundance of forward, jammy blackberry and cherry fruit. On the other hand, the tannins are considerable, and the acidity is evident, so it could age over the next six years.",90,55.0,Bordeaux-style Red Blend,Napa Valley,Bordeaux-style Red Blend-Napa Valley
Gary Farrell 2013 Gap's Crown Vineyard Clone 667 Three Barrel Selection Pinot Noir (Sonoma Coast),"This is another of the producer's intellectual exercises in experimental winemaking, made in tiny case-production numbers. It offers so much to think about, from its lemony-crisp and tangy palate to its chalky tannins. Full bodied, it merits attention, veering from herbal to chocolaty in one sip.",91,75.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
DiStefano 2013 Domenica Red (Columbia Valley (WA)),"This wine is 80% Merlot and 20% Cabernet Sauvignon. Aromas of barrel spice, herb and green pepper are followed by abundant fruit and savory flavors. It leans pretty far into the green, especially for a wine that could be varietally labeled as Merlot.",86,39.0,Bordeaux-style Red Blend,Columbia Valley (WA),Bordeaux-style Red Blend-Columbia Valley (WA)
Hermann J. Wiemer 2014 Magalena Vineyard Cabernet Franc (Seneca Lake),"Hermann J. Wiemer may be synonymous with NY Riesling, but its Cabernet Francs are consistently some of the best reds made in the state. Subdued shades of cigar box, cedar and tomato leaf lend savory Old World elegance to this ripe richly concentrated wine. Pristine blackberry and plum flavors are juicy and penetrating yet briskly composed. A bristle of soft cocoa powder tannins extends the finish.",93,32.0,Cabernet Franc,Seneca Lake,Cabernet Franc-Seneca Lake
Michel Picard 2009  Bourgogne,"Fresh and fruity, this has a ripe apricot character that contrasts the mineral acidity and bright fruit character. The wine dances lightly and is now ready to drink.",84,18.0,Chardonnay,Bourgogne,Chardonnay-Bourgogne
Ventana 2013 Pinot Noir (Arroyo Seco),"There are dank aromas of tree roots and earth on the nose of this wine, which also leans toward sour fruits. Flavors are clean and easy with spicy berry juice and plum skin tannins, showing good grip.",84,32.0,Pinot Noir,Arroyo Seco,Pinot Noir-Arroyo Seco
Botter 2011 Caleo Nero d'Avola (Sicilia),"There's a touch of ripe fruit followed by prune and dark tobacco. This Nero d'Avola is smooth and soft on the palate, with a touch of ripe fruit, plus notes of prune and dark tobacco. It would pair well with spicy chicken wings.",85,10.0,Nero d'Avola,Sicilia,Nero d'Avola-Sicilia
Balletto 2007 Zinfandel (Russian River Valley),"This is so softly sweet and delicious in mocha, wild berry, buttery nougat and spice flavors, it's like a candy bar with alcohol. Easy to drink, with a gentle mouthfeel.",85,24.0,Zinfandel,Russian River Valley,Zinfandel-Russian River Valley
Château Julian 2009  Bordeaux Blanc,"Soft, open wine, layering apricot and pear juice with some acidity that is fresh, rather than apple crisp. The wine is a little dilute and need to be drunk.",83,11.0,Bordeaux-style White Blend,Bordeaux Blanc,Bordeaux-style White Blend-Bordeaux Blanc
Phelps Creek 2013 Reserve Syrah (Columbia Gorge (OR)),"From a cool climate region, this brings crisp raspberry fruit with underlying minerality. Aging in one-third new French oak adds in notes of dusty coffee grounds and a hint of milk chocolate. The wine starts out tight, then fans out through the finish.",88,34.0,Syrah,Columbia Gorge (OR),Syrah-Columbia Gorge (OR)
Emile Beyer 2013 Tradition Gewurztraminer (Alsace),"With a sense of structure and balance between honey and fruit, this is an attractive, food-friendly wine. It is off dry although the spice core gives a drier edge. Allow the wine a few more months in bottle; drink from late 2015.",86,25.0,Gewürztraminer,Alsace,Gewürztraminer-Alsace
Bonnet-Huteau 2010 Goulaine Vieilles Vignes  (Muscadet Sèvre et Maine),"While it has lost its primary fruit, this wine has gained richness, toastiness and structure. Caramel and almond flavors stand out from the firm texture and the concentration. It is a complex wine that has weight and ripeness. Drink now.",93,,Melon,Muscadet Sèvre et Maine,Melon-Muscadet Sèvre et Maine
MacPhail 2013 Pratt Vineyard Vine Hill Chardonnay (Russian River Valley),"Crisp, flinty minerality shows on the nose of this wine, before a more concentrated experience of baked apple and crème brûlée enriches the palate. Both aspects find harmony in the glass, especially on the long, textured finish.",89,45.0,Chardonnay,Russian River Valley,Chardonnay-Russian River Valley
Oregon Trails 2014 OTWC Pinot Noir (Willamette Valley),"Apparently the Oregon Trail leads down to Santa Rosa, where this wine was cellared and bottled. Long-distance travel aside, it's a good wine for gulping, matching red currant fruit to a generous wash of black tea and tobacco. Flavors pull up a bit short, but by then the next swallow is already on the way.",87,19.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Feudi di San Gregorio 2005 Rubrato Aglianico (Campania),"Rubrato is a distinctive Aglianico with deeply etched mineral tones backed by hard cherry candy, leather, espresso, toast and loads of mineral shadings. The oak tones are present, but well-integrated and the wine boasts polished, silky tannins.",87,21.0,Aglianico,Campania,Aglianico-Campania
Cosentino 2013 The Novelist Meritage (Napa County),"A white Meritage of just over 53% Sauvignon Blanc with the remainder Sémillon, aged in neutral French oak, this wine has a full body and a balance of crispness and weight. Lemon, lime, pear and honeydew melon highlight the aromas and flavors, finishing with length.",88,20.0,Meritage,Napa County,Meritage-Napa County
Château d'Ollières 2016 Rosé (Coteaux Varois en Provence),This is the entry-level wine from this estate situated in the small area of Coteaux Varois. It is a really fruity blend of Grenache and Cinsault. Bright red fruits and crisp acidity give a dry wine with great fruitiness. Drink now.,88,18.0,Rosé,Coteaux Varois en Provence,Rosé-Coteaux Varois en Provence
Domaine des Entrefaux 1999  Crozes-Hermitage,"Blueberries and blackberries are the dominant themes here, with some smoky notes playing a supporting role. Bright, tart and fruity, this doesn’t appear to have the depth for aging. But it is an immensely attractive wine for early quaffing. There are some slightly drying tannins on the finish, so try it with rich or fatty foods for best effect.",88,13.0,Syrah,Crozes-Hermitage,Syrah-Crozes-Hermitage
Silver Palm 2014 Chardonnay (North Coast),"Butterscotch aromas, buttery, nutty flavors and full body make a pretty big impact as this dry and full-bodied wine pulls them all together.",87,15.0,Chardonnay,North Coast,Chardonnay-North Coast
Abacela 2013 Barrel Select Red (Umpqua Valley),"Abacela makes a fortified wine from Portuguese grapes, but this is a dry, varietal expression of one of the most obscure. Bone-dry, it's got tongue-scraping tannins that taste of black tea. It offers dried raspberries, vanilla and cocoa elements, and the overall complexity is impressive. This seems built for a thick steak.",90,30.0,Tinta Amarela,Umpqua Valley,Tinta Amarela-Umpqua Valley
Thistle 2007 Pinot Noir (Dundee Hills),"Thistle makes a spicy, herbal, earthy style of Pinot Noir, so don't look for sweet, ripe, jammy flavors. The fruit tastes like the tart, wild berries of the Northwest, and it's backed with tart acidity and chewy tannins. But the concentration, focus and detail of the wine elevate it, and it persists in the mouth far longer than you anticipate.",89,24.0,Pinot Noir,Dundee Hills,Pinot Noir-Dundee Hills
Raphael 2013 First Label Riesling (North Fork of Long Island),"While ebulliently perfumed with untamed blossoms and tropical fruit, the palate of this dry, brisk Riesling surprises in its restraint and subtlety. It's refreshingly mineral with a pleasant bite of grapefruit zest on the finish.",87,28.0,Riesling,North Fork of Long Island,Riesling-North Fork of Long Island
Puiatti 2012 Vuj Friulano (Isonzo del Friuli),"Vuj does a nice job of portraying those rich aromas of peach, melon and white rose that are natural to the promising Friulano grape. Made with the banner variety of northeast Italy, this easy white wine shows fresh fruit layers and balanced acidity.",86,25.0,Friulano,Isonzo del Friuli,Friulano-Isonzo del Friuli
Château Siaurac 2014  Lalande de Pomerol,"The ample fruitiness of this 80% Merlot wine is right up front. It comes from a large 116-acre estate on the extension of the Pomerol plateau. Firm tannins as well as generous black plum and berry fruits are well balanced, just needing time to soften and fill out. Drink this full, rich wine from 2018.",91,25.0,Bordeaux-style Red Blend,Lalande de Pomerol,Bordeaux-style Red Blend-Lalande de Pomerol
River Road 2011 Un-Oaked Chardonnay (Sonoma County),"This unoaked effort sure tastes sweet, with flavors of sugared orange, mango and apple juice. The acidity is fine, giving balance to the sweetness.",85,14.0,Chardonnay,Sonoma County,Chardonnay-Sonoma County
Anthony Nappa 2016 White Pinot Noir Rosé (New York),Whiffs of bramble meld into raspberry and white-cherry flavors in this dry white wine made from red Pinot Noir grapes. It's brisk in acidity and spry in mouthfeel but finishes with a luscious cling of ripe red-berry flavor.,89,19.0,Rosé,New York,Rosé-New York
Château Beaumont 2011  Haut-Médoc,"An impressive wine, it already shows signs of its potential. It is elegant, with ripe fruits and layers of dark tannins. As it opens, blackberry fruits come through strongly, balancing the firm structure. Drink from 2018.",91,20.0,Bordeaux-style Red Blend,Haut-Médoc,Bordeaux-style Red Blend-Haut-Médoc
Bellini 2010  Amarone della Valpolicella Classico,"Big and bitter, this has aromas of overripe plum, prune, espresso and resin with an acrid whiff of sweat that eventually burns off in the glass. The extracted palate offers blueberry, mocha, bitter prune and roasted coffee bean alongside astringent tannins that dry out the finish. Superior Wines, Wine Warehouse.",86,60.0,Red Blend,Amarone della Valpolicella Classico,Red Blend-Amarone della Valpolicella Classico
Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages),"Rich and full in the mouth, packed with red fruits and black cherries. The wine is sweet, while keeping a tannic core. Drink next year.",87,30.0,Pinot Noir,Côte de Nuits-Villages,Pinot Noir-Côte de Nuits-Villages
Château Haut Bertinerie 2010  Blaye Côtes de Bordeaux,"Hugely tannic, this formidable wine has great weight, richness and a dark and dense structure. Juicy berry fruits, sweet plum flavors and a dry, concentrated backdrop promise aging. Drink from 2018.",91,35.0,Bordeaux-style Red Blend,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend-Blaye Côtes de Bordeaux
B Cellars 2004 Blend 26 Cabernet Sauvignon (Napa Valley),"The grapes come from three vineyards: Georges III in Rutherford, Tokalon in Oakville and Stagecoach, up on Atlas Peak. That helps explain the wine's beauty. It's pure California, cult-style Cab, soft and generous, with voluptuously ripe black currant and black cherry flavors elaborately enriched with spicy, smoky, 100% new French oak. My only quibble is that it could use a little more subtlety.",94,85.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Dutton Estate 2013 Cohen Vineyard Dutton Ranch Sauvignon Blanc (Russian River Valley),"Floral and herbal from the get-go, this medium-bodied white from a great vineyard offers a lot to like. Stainless-steel fermentation gives it a lean underbelly, rounded out by sharp Meyer lemon and tangerine, buoyed by mouthwatering acidity. Green apple and an accent of honey peak on the finish.",91,23.0,Sauvignon Blanc,Russian River Valley,Sauvignon Blanc-Russian River Valley
Gorman 2012 Zachary's Ladder Red (Red Mountain),"This blend of Cabernet Sauvignon (50%), Syrah (32%) and Petit Verdot offers notes of blueberries and high-toned herbs that don't entirely seem to marry. Flavors are rich and concentrated with a supple feel.",89,30.0,Red Blend,Red Mountain,Red Blend-Red Mountain
Château Lilian Ladouys 2010  Saint-Estèphe,"Obviously wood-aged, with a smoky toast flavor, this is a wine that shows the power of Saint-Estèphe tannins in full force. At the same time, there is a blackberry character that adds richness and juiciness, which cuts through the dry core. Age for at least 7–8 years.",94,35.0,Bordeaux-style Red Blend,Saint-Estèphe,Bordeaux-style Red Blend-Saint-Estèphe
Clayhouse 2009 Sauvignon Blanc (Paso Robles),"Here's a nice, refreshingly clean Sauvignon Blanc that shows a lot of class for the price. It's basically dry, with a honeyed finish to the green melon, golden mango and Asian pear flavors. There's just a touch of tart green gooseberry for complexity.",88,14.0,Sauvignon Blanc,Paso Robles,Sauvignon Blanc-Paso Robles
Rosa d'Oro 2008 Estate Grown Barbera (Clear Lake),"Too sweet in sugary blackberry jam to earn a higher score, but if that's your liking, go for it.",80,20.0,Barbera,Clear Lake,Barbera-Clear Lake
Watkins Family 2008 Zinfandel- Petite Sirah (Sonoma County),"Co-released with the 2007 Zin-Petite Sirah blend, this wine shows the same characteristics. It's dryish, tannic and rustic, with peppery flavors framing berries, currants and smoked meat. Give it a good decant before serving.",86,28.0,Petite Sirah,Sonoma County,Petite Sirah-Sonoma County
Château le Moulin de la Jaumarde 2009  Bordeaux,"This is a structured wine, with dry tannins and notes of berry and red cherry. The fruit comes through the smoky character, bringing sweet-tasting acidity. Give this wine 3–4 years to age.",85,15.0,Bordeaux-style Red Blend,Bordeaux,Bordeaux-style Red Blend-Bordeaux
Chehalem 2010 RR Ridgecrest Vineyards Pinot Noir (Ribbon Ridge),"Perhaps a bit more time in barrel differentiates this from the equally-good Reserve. This is a smooth, supple, deeply-fruited wine, loaded with layers of black cherry, cola and sandalwood. Milk chocolatey tannins roll through the finish, smooth as silk, lingering and luscious.",93,69.0,Pinot Noir,Ribbon Ridge,Pinot Noir-Ribbon Ridge
McManis 2016 Rosé of Pinot Noir (Lodi),"This mild-tasting and light-bodied wine has a transparent pink color, muted fruity aromas and generic flavors. The texture is smooth and rather soft.",84,12.0,Pinot Noir,Lodi,Pinot Noir-Lodi
Don Olegario 2016 Albariño (Rías Baixas),Apple and vanilla-cookie aromas are mild. The slightly chunky mouthfeel suggests grape skins. Skins-driven flavors of lime and grapefruit finish with an oily texture and a taste of citrus peel.,88,20.0,Albariño,Rías Baixas,Albariño-Rías Baixas
Château de Nages 2012 Vieilles Vignes White (Costières de Nîmes),"This blend of 45% Grenache Blanc, 25% Roussanne, 15% Clairette and 15% Viognier features notes of melon, banana and pineapple backed by a hint of wet stone. It's medium to full in body, with a silky texture, then thins out a bit on the tart finish. Drink up.",86,15.0,Rhône-style White Blend,Costières de Nîmes,Rhône-style White Blend-Costières de Nîmes
L. Tramier & Fils 2010 La Minée  (Bourgogne),"This is a lean, acid-driven wine, without much in the way of generous fruit. It has a green strawberry note, with a light sense of structure and a minerally finish.",83,18.0,Pinot Noir,Bourgogne,Pinot Noir-Bourgogne
Château Frédignac 2013 La Favorite  (Blaye Côtes de Bordeaux),"This wine has too much tannin for its own good. It's tough and bitter, showing wood and extraction. In this difficult Bordeaux vintage, the vineyard produced less than half what is normal.",82,45.0,Bordeaux-style Red Blend,Blaye Côtes de Bordeaux,Bordeaux-style Red Blend-Blaye Côtes de Bordeaux
Western Slope 2014 Cabernet Sauvignon (Paso Robles),"Black plum juice, black pepper, caramel and smoke mark the nose of this bottling, which is fairly light in color. It's thin in body yet offers familiar black cherry and herbal spice flavors.",87,25.0,Cabernet Sauvignon,Paso Robles,Cabernet Sauvignon-Paso Robles
Fortant 2005 Kosher Merlot (Vin de Pays d'Oc),"Light and fruity with cherry, plum and red currant flavors along with a subtle hint of menthol on the nose. The mouthfeel is smooth and supple. Mevushal.",82,13.0,Merlot,Vin de Pays d'Oc,Merlot-Vin de Pays d'Oc
Dancing Bull 2007 Zinfandel (California),"Has some overripe flavors of raisin skins, with bitter tannins, but the wine is fully dry, with enough black currant, coffee, black licorice and plum flavors to satisfy. Barbecue will be a perfect partner for this affordable Zin.",85,12.0,Zinfandel,California,Zinfandel-California
Origin 2009 Malbec (Mendoza),"Citric smelling, with floral notes and dampness. The palate is more thin and grating than expected, with red fruit, citrus, cherry sucking candy and graham cracker flavors. Finishes a bit edgy and candied, and overall it's generic with little personality.",83,9.0,Malbec,Mendoza,Malbec-Mendoza
Nieto Senetiner 2007 Cadus Single Vineyard Malbec (Mendoza),"Supersaturated, so much so that it's opaque, with blackberry, horseradish and chocolate aromas. In the mouth, it's on the cusp of overextraction but manages to toe the line. Flavors of roasted berry, coconut and bitter chocolate are dark and lead to a tannic finish. Drink now through 2014.",90,47.0,Malbec,Mendoza,Malbec-Mendoza
Simone Scaletta 2011 Chirlet  (Barolo),"Aromas of oak, coconut and baked plum lead the way. The extracted palate offers stewed plum, steeped cherry, oak extract and dark spices alongside chewy tannins.",88,,Nebbiolo,Barolo,Nebbiolo-Barolo
Michele Chiarlo 2006 MonTald Albarossa (Monferrato),If you've never heard of the Albarossa variety before that's because it's a relatively new cross of Barbera and Nebbiolo. This groundbreaking wine is rich and deep with plush notes of Maraschino cherry and black currants backed by leather and spice. Definitely worth a look.,88,40.0,Albarossa,Monferrato,Albarossa-Monferrato
Boekenoogen 2014 Bell Ranch Vineyard Cabernet Sauvignon (Monterey),"The nose and palate of this wine are quite mellow for the first few hours after opening but grow more compelling with time, so decanting is strongly recommended. Pepper, subtle blueberry, coffee and slate aromas lead into chocolate, black plum, charcoal and soy flavors on the palate.",88,50.0,Cabernet Sauvignon,Monterey,Cabernet Sauvignon-Monterey
