title,description,points,price,variety,region_1,variety_region
Waxwing 2014 Tondre Grapefield Riesling (Santa Lucia Highlands),"Done in a medium-dry style, this shows petrol, lime pith, lime blossoms and wet cement on the nose. The palate is rich with squeezed lemon juice, shaved citrus ice, ripe pears and a stony grip that holds it all together.",89,23.0,Riesling,Santa Lucia Highlands,Riesling-Santa Lucia Highlands
Louis Jadot 2014  Bâtard-Montrachet,"This is a major wine from a great white wine vintage that's naturally impressive and intense. Ripe white and yellow fruit dominates the palate, sustained by wood aging flavors and tight, nervy texture. Bâtard-Montrachet is largest of the five white Grand Crus in Puligny and Chassagne Montrachet. Drink from 2024.",98,367.0,Chardonnay,Bâtard-Montrachet,Chardonnay-Bâtard-Montrachet
Tabarrini 2006 Campo alla Cerqua  (Montefalco Sagrantino),"There's a ripe note of blackberry jam at the start that is followed by savory tones of cured meat and dried tobacco. Bold, inky and dense, this would pair with steak and green pepper sauce.",88,,Sagrantino,Montefalco Sagrantino,Sagrantino-Montefalco Sagrantino
Conde de Subirats NV Cava Brut Rosé Sparkling (Cava),"Gritty, wild aromas of leafy, herbal citrus fruits and compost lead to a foamy palate with solid acidity. Gritty, spicy citrus flavors are slightly bitter, and the wine falls off on the finish.",86,13.0,Sparkling Blend,Cava,Sparkling Blend-Cava
Ektimo Vineyards 2013 Cabernet Sauvignon (Russian River Valley),"Aged in both French and American oak, just 30% of it new, this dark wine is somewhat thin, despite its full body and high level of ripeness. It mixes aromas and flavors of sage, plum and raspberry chocolate.",86,32.0,Cabernet Sauvignon,Russian River Valley,Cabernet Sauvignon-Russian River Valley
Domaine Jean-Paul et Benoît Droin 2013 Fourchaume Premier Cru  (Chablis),"Rich, rounded and ripe, this is an opulent wine, dense and balanced between ripe yellow and white fruits and acidity. A zesty, tangy and crisp texture both gives it a lift and offers delicious, refreshing acidity. Drink from 2017.",94,,Chardonnay,Chablis,Chardonnay-Chablis
Poggio Scalette 2013 Il Carbonaione Sangiovese (Alta Valle della Greve),"New leather, blue flower, espresso, chopped herb and mature plum aromas lead the way. The dense palate offers black cherry, blackberry, sage, clove and star anise set against firm fine-grained tannins that leave an assertive finish.",90,60.0,Sangiovese,Alta Valle della Greve,Sangiovese-Alta Valle della Greve
Murphy-Goode 2015 The Fumé Sauvignon Blanc (North Coast),"Fresh aromas, vivid citrus flavors, elegance and poise make this an attractive wine. It has a balance that is easy to enjoy and keeps calling for more sips, with pleasant notes of citrus and green fruit throughout.",90,14.0,Sauvignon Blanc,North Coast,Sauvignon Blanc-North Coast
Yalumba 2013 The Y Series Cabernet Sauvignon (South Australia),"This isn't the biggest, baddest Cabernet. Instead, it's more of a charmer—lithe and crisp. Cherries and dried herbs on the nose add hints of earth and pepper on the palate, then finish with a gentle wash of dusty tannins. Drink now–2018.",88,12.0,Cabernet Sauvignon,South Australia,Cabernet Sauvignon-South Australia
Château de Jurque 2011 Fantaisie  (Jurançon Sec),"Smooth and rich, this 50-50 blend of Gros Manseng and Petit Manseng has ripe flavors of peach and kiwi that are layered with acidity and hints of herb and honey. It's fruity, but it also shows a mineral-driven structure.",87,20.0,Gros and Petit Manseng,Jurançon Sec,Gros and Petit Manseng-Jurançon Sec
Freeman 2012 Pinot Noir (Sonoma Coast),"This wine is rich and ripe, oozing with black cherry, boysenberry and strawberry jam aromas and flavors. It feels full and rather soft on the palate, as the acidity and tannins appear very mild.",90,45.0,Pinot Noir,Sonoma Coast,Pinot Noir-Sonoma Coast
Fattoria San Michele a Torri 2007 Vinsanto White (Colli Etruria Centrale),"This shows aromas of candied fruit and honey, with zesty touches of dried herb, citrus and spice at the back. The mouthful is velvety smooth, and the finish is long.",88,40.0,White Blend,Colli Etruria Centrale,White Blend-Colli Etruria Centrale
Carlo Giacosa 2013 Montefico  (Barbaresco),"A beautiful fragrance of rose, iris, pressed powder, perfumed berry and baking spice wafts out of the glass. The approachable, luminous palate offers bright red cherry, fresh raspberry, cinnamon and a sprinkling of white pepper alongside soft, supple tannins.",91,,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Joseph Phelps 2015 Pastorale Vineyard Estate Grown Chardonnay (Sonoma Coast),"Youthfully wound up yet fleshy, this wine slowly opens to reveal a sense of crispness, wet stone-like minerality and a taste of fog from the nearby Pacific Ocean. Apple skin, Meyer lemon and key lime flavors provide upfront freshness; toasted oak and almond qualities add substance and weight.",94,75.0,Chardonnay,Sonoma Coast,Chardonnay-Sonoma Coast
Sagelands 2000 Four Corners Merlot (Columbia Valley (WA)),"A round, solidly made wine, with Bing cherry flavors. However, the middle seems to disappear and, as a result, the following tannins feel a bit harsh. —P.G.",86,15.0,Merlot,Columbia Valley (WA),Merlot-Columbia Valley (WA)
Penfolds 2014 Bin 51 Riesling (Eden Valley),"Penfolds' Bin 51 is a perennial winner, although the price has been steadily creeping northward. The 2014 is dry and medium-bodied, but fragrant—think flower-shop greens, gingery spice and citrus—and with a welcome bit of texture on the long finish. It should drink well for 10–15 years.",91,40.0,Riesling,Eden Valley,Riesling-Eden Valley
Domaine Luneau-Papin 2009 Pueri Solis  (Muscadet Sèvre et Maine),"From the hot year of 2009, this is a ripe, mature, sun-kissed wine. It has smooth yellow fruit and mango flavors along with a soft and rounded texture. It's naturally rich, full in the mouth and totally ready to drink.",91,65.0,Melon,Muscadet Sèvre et Maine,Melon-Muscadet Sèvre et Maine
Château de Genibon 2014 Cuvée Prestige  (Côtes de Bourg),"As with several wines from Bourg, this has Malbec (20%) in the blend, a continuation of a long tradition. It adds maybe some extra tannins to this firm wine that is the chateau's top wine. Solid and dense, it is still maturing with black fruits and crisp acidity still right up front. Drink from 2018.",88,13.0,Bordeaux-style Red Blend,Côtes de Bourg,Bordeaux-style Red Blend-Côtes de Bourg
Walla Walla Vintners 2012 Cabernet Sauvignon (Walla Walla Valley (WA)),"There's no mistaking the variety with this wine's aromas of dried and fresh savory herbs, poblano, coffee, dark chocolate and cherry, accented by earthy undertones. The palate is deft while showing good depth of flavor and persistence.",90,38.0,Cabernet Sauvignon,Walla Walla Valley (WA),Cabernet Sauvignon-Walla Walla Valley (WA)
Three Rivers 2014 Riesling (Columbia Valley (WA)),"All the fruit for this wine comes from Bacchus Vineyard. Aromas of jasmine, honeysuckle and apricot lead to medium-sweet stone-fruit flavors that linger.",88,15.0,Riesling,Columbia Valley (WA),Riesling-Columbia Valley (WA)
Pine Ridge 2012 Cabernet Sauvignon (Howell Mountain),"Plum and pomegranate play off each other in this monument to Howell Mountain, the wine dense and Rubenesque, suggesting further time in cellar, through 2022. With 1% Cabernet Franc blended in, the tannins and oak are well-integrated, spiking in tobacco and licorice.",92,90.0,Cabernet Sauvignon,Howell Mountain,Cabernet Sauvignon-Howell Mountain
Kirkland Signature 2013 Signature Series Merlot (Oakville),"Cherry, raspberry and vanilla combine for an inviting mix of ripeness and sweet bouquet. A fruity component also sits nicely atop this structured wine marked by soft, fine tannins. The finish is robust in black pepper and clove.",87,15.0,Merlot,Oakville,Merlot-Oakville
Bouchard Aîné & Fils 2005  Clos de la Roche,"Wines from Morey-Saint-Denis should be opulent in 2005, and this wine has opulence in spades. It fills the mouth with rich red plums, red cherries and some cranberry juice to give an edge of dryness. Maybe complexity is edged out by all this juicy fruit, but the tannins do firm up the wine, which should certainly age 10 years or more.",92,93.0,Pinot Noir,Clos de la Roche,Pinot Noir-Clos de la Roche
Longoria 2011 Tempranillo (Santa Ynez Valley),"Complicated scents of bacon, wet leather, organ meats and damp dirt open this funky wine from Santa Barbara County pioneer Richard Longoria. On the palate, the forest floor and gaminess persist alongside heavy herbal notes, a unique muskiness and smooth but present tannins.",87,36.0,Tempranillo,Santa Ynez Valley,Tempranillo-Santa Ynez Valley
Codorníu NV Gran Reserva Sparkling (Cava),"Stony, distant aromas of lemon-lime open this Chardonnay Cava. Condensed and fairly narrow on the palate, this tastes savory, saucy, briny and like cider and citrus juice. A briny tasting, minerally feeling finish is low on fruit flavor and plays up saucy green notes.",85,20.0,Sparkling Blend,Cava,Sparkling Blend-Cava
San Giuseppe 2008 Rosé Pinot Grigio (Veneto),"This is an extremely fresh and thirst-quenching Rosé Pinot Grigio with delicate hues of pink and peach. The wine offers aromas of citrus and pink rose, a lean structure and lively acidity.",86,,Pinot Grigio,Veneto,Pinot Grigio-Veneto
Reina de Castilla 2014 Barrel Fermented Verdejo (Rueda),"Briny aromas are less than fruity. This feels oily and round, with flavors of tropical fruits such as pineapple and mango set against nectarine and stone-fruit notes. Plump on the finish, with a slightly bitter aftertaste.",86,19.0,Verdejo,Rueda,Verdejo-Rueda
Silver Thread 2014 STV Estate Vineyard Chardonnay (Finger Lakes),"Bristling acidity lends vitality to this full-bodied Chardonnay. Fresh tangerine, lemon and lime flavors are moderately concentrated on the palate, accented by touches of savory nut and smoke.",87,16.0,Chardonnay,Finger Lakes,Chardonnay-Finger Lakes
Willm 2007 Réserve Gewurztraminer (Alsace),The nose of Concord grapes is immediately appealing and leads to notes of overripe raspberries. Substantial residual sugar in combination with medium acidity render this a good for pool-side sipping or with paté.,86,15.0,Gewürztraminer,Alsace,Gewürztraminer-Alsace
Trione 2010 Red (Alexander Valley),"Bottle age has served this wine well, a blend of mostly Cabernet with smaller amounts of Merlot, Petit Verdot, Cabernet Franc and Malbec, sourced from the family's three ranches within the appellation. Inviting in cassis and clove, it reveals lithe, soft and juicy layers of blueberry and blackberry before finishing in a plume of acidity.",91,48.0,Bordeaux-style Red Blend,Alexander Valley,Bordeaux-style Red Blend-Alexander Valley
A. de Luze et Fils 2015 Fleur de Sauvignon  (Bordeaux Blanc),"This aromatic herbal Sauvignon is crisp while also showing the ripe fruit of the vintage. It is full of citrus and melon fruits, tangy acidity and a bright, fruity aftertaste. Drink now.",85,13.0,Sauvignon Blanc,Bordeaux Blanc,Sauvignon Blanc-Bordeaux Blanc
Hanaiali'i 2014 Merlot (Napa Valley),"Made in a style that will appeal to Cabernet Sauvignon fans, this full-bodied wine is thickly layered, packed in blueberry and plum with a slap of toasty oak on the backside. With a leathery, rounded texture, it sparks in spicy vanilla as it goes down.",88,35.0,Merlot,Napa Valley,Merlot-Napa Valley
McIntyre Vineyards 2014 Chardonnay (Santa Lucia Highlands),"Creamy aromas of vanilla yogurt, custard, apple pie and cinnamon show on the nose of this wine from a longtime family of grape growers. The palate is crisp with pear juice, rounded with marzipan flavors and touched with light honeysuckle flowers.",91,28.0,Chardonnay,Santa Lucia Highlands,Chardonnay-Santa Lucia Highlands
Château de Fuissé 2014 Les Brûlés  (Pouilly-Fuissé),"While the name means “burnt,” it really refers to the southern exposure of this warm vineyard. Wood aged in new barrels, this wine has a toasty character that is well balanced by the rich fruits. Acidity and a mineral texture give this wine aging potential. Drink from 2017.",92,75.0,Chardonnay,Pouilly-Fuissé,Chardonnay-Pouilly-Fuissé
Keating 2012 Petite Sirah (Rockpile),"Complex tannins confound the palate at first, but mellow on the back side, inviting gregarious amounts of leather, black pepper and blackberry, a waft of cigar smoke in the mix, too. Fuller-bodied in style, the wine will benefit from time; cellar through 2020.",90,38.0,Petite Sirah,Rockpile,Petite Sirah-Rockpile
Ysios 2007 Reserva Edición Limitada  (Rioja),"Charred and smoky on first take, this has plenty of upfront oak that adds a toasty quality to the core plum and berry aromas. It feels full, round and pure, with dark, slightly balsamic-like flavors of baked berry and earth. It's smooth, mild and unobtrusive on the finish. Drink now–2016.",91,50.0,Tempranillo,Rioja,Tempranillo-Rioja
Chateau St. Jean 2012 Pinot Noir (Russian River Valley),"A generous expression of full-bodied fruit and oak, this wine is ripe in black cherry, plum and black licorice, robust and flavorful. The finish offers integrated tannins with a hint of cinnamon spice.",88,70.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Poggio Bonelli 2010  Chianti Classico,This wine shows plum and toasted oak sensations with hints of animal and barnyard. The palate offers overripe black fruit flavors along with astringent tannins that cut the finish short.,83,23.0,Red Blend,Chianti Classico,Red Blend-Chianti Classico
Le Casque 2014 Petite Sirah (Sierra Foothills),"Very dark in color, this robust wine has enticing wood smoke and oak aromas, rich but dry fruit flavors like blackberry and blueberry, an abundance of muscular tannins in the firm texture and full but not overpowering body. It's very tight to drink now, so best consume it after 2022.",89,28.0,Petite Sirah,Sierra Foothills,Petite Sirah-Sierra Foothills
Château de Pizay 2016  Beaujolais,"Classic, simple and fruity, this is an immediately accessible wine. With bright red fruits and a soft, juicy texture, it is crisp, lively and ready to drink.",84,11.0,Gamay,Beaujolais,Gamay-Beaujolais
Castelli del Grevepesa 2010 Castelgreve  (Chianti Classico),"Castelgreve is a refreshingly straightforward Chianti Classico made for sheer drinking pleasure. It has a lovely fragrance of violets and berry with a hint of pressed powder. The vibrant palate offers up bright red cherry, white pepper, clove and thyme along with silky tannins and freshness.",89,17.0,Sangiovese,Chianti Classico,Sangiovese-Chianti Classico
Ricci Curbastro 2011 Red (Sebino),"Packaged in an easy screwcap bottle, this wine (made from equal parts Merlot and Cabernet Sauvignon) is bright, linear and crisp, with notes of cherry cola and grape juice.",83,15.0,Red Blend,Sebino,Red Blend-Sebino
Longboard 2013 Sauvignon Blanc (Russian River Valley),"Dry and refreshing, it's steely in stone fruit and pineapple. The acidity is clean and bright but not so overpowering that the wine won't develop more nuance over time. It balances well between cool-climate minerality, an underpinning of herb and fresh California fruit.",89,20.0,Sauvignon Blanc,Russian River Valley,Sauvignon Blanc-Russian River Valley
Script 2013 Stage Right Red (Columbia Valley (WA)),"This wine is a blend of Two Blondes Cabernet Franc (50%), Benches Merlot (34%) and Dionysus Cabernet Sauvignon. Appealing scents of green herb, dark cherry and barrel spice are followed by plentiful cranberry and cherry flavors. It shows an exquisite sense of balance along with a lengthy finish.",91,35.0,Bordeaux-style Red Blend,Columbia Valley (WA),Bordeaux-style Red Blend-Columbia Valley (WA)
Le Chateau 2008 Cabernet Sauvignon (Columbia Valley (WA)),"Bursting with sweet cherry fruit scents and flavors, this rich and sensuous Cab has the broad palate appeal of many Washington Merlots. Tannins are medium-grained; and the persistent finish is toasty with a trail of mocha.",90,32.0,Cabernet Sauvignon,Columbia Valley (WA),Cabernet Sauvignon-Columbia Valley (WA)
Bonneau 2012 Catherine's Vineyard Estate Grown Chardonnay (Los Carneros),"Floral on the nose, this is a light, pretty Chardonnay steeped in straightforward citrus and apple. It has been aged partially in new French oak but doesn't come off as oaky.",87,34.0,Chardonnay,Los Carneros,Chardonnay-Los Carneros
Riverina Estates 2001 Warburn Chardonnay (New South Wales),"Goes down so easy; if you can't get away to Cancun for vacation, this is the next best thing. This is a tropical Chardonnay if ever there was one, with pineapple and melon notes on the palate, and with pineapple and coconut on the nose. Finishes dry, with some citrus peel.",86,10.0,Chardonnay,New South Wales,Chardonnay-New South Wales
Le Farnete 2014  Carmignano,"Made of 80% Sangiovese and 20% Cabernet Sauvignon, this evokes ripe strawberry and baking spice on the nose. The palate is accessible despite chewy tannins, delivering black plum and pipe tobacco flavors. Enjoy through 2019.",89,18.0,Red Blend,Carmignano,Red Blend-Carmignano
Helix by Reininger 2009 Merlot (Columbia Valley (WA)),"This 100% Merlot is full bodied and juicy, and it offers a sappy red-berry flavor. There's a nice dash of spice, and it demonstrates good balance overall. It needs an hour or so of airing before it really opens up.",89,28.0,Merlot,Columbia Valley (WA),Merlot-Columbia Valley (WA)
Winter's Hill 2012 Block 4 Pinot Noir (Dundee Hills),"A Pommard clone, single-block bottling, this is jangly and tart, with pleasantly tangy raspberry and cherry candy fruit flavors. The promising beginning is not matched with the depth and complexity that a more complete blend would offer.",89,44.0,Pinot Noir,Dundee Hills,Pinot Noir-Dundee Hills
Castelli Martinozzi 2008  Brunello di Montalcino,"Here's a classically crafted Brunello, with nuanced aromas of violet, iris, tobacco and clove on the nose. The palate delivers a core of black cherry flavor punctuated with nutmeg, eucalyptus and truffle. It's tight and tannic now, but should develop great complexity with time; drink 2016–2023.",92,42.0,Sangiovese,Brunello di Montalcino,Sangiovese-Brunello di Montalcino
The Black Chook 2006 VMR White (South Australia),"VMR stands for Viognier, Marsanne and Roussanne, which are blended together in this flamboyantly floral version of a Rhône-style white. Apricot, melon and citrus flavors strike the palate with a lush, almost oily impression, yet finish long and crisp. Drink now.",90,18.0,White Blend,South Australia,White Blend-South Australia
Château Lamothe-Vincent 2008 Sauvignon  (Bordeaux Blanc),"A heavy dose of Sauvignon Blanc brings herbaceous, grassy, white currants and gooseberry flavors. It's young, and needs more time to coalesce. It is certainly fresh, fruity, right up front.",85,10.0,Sauvignon Blanc,Bordeaux Blanc,Sauvignon Blanc-Bordeaux Blanc
Benessere 2010 Pinot Grigio (Napa Valley),"This has zesty acidity that lends a mouthwatering briskness to the citrus, peach and spice flavors. Easy to like as a cocktail sipper, or paired with Chinese food and tempura.",88,22.0,Pinot Grigio,Napa Valley,Pinot Grigio-Napa Valley
Castello di Amorosa 2012 Cabernet Sauvignon (Napa Valley),"This is a blend of Cabernet Sauvignon with smaller amounts of Merlot, Petit Verdot and Malbec, sourced from throughout the Napa Valley, including the winery's estate Diamond Mountain vineyard. Bold and lush in cranberry and dark chocolate, it's also robust in black pepper and cedar.",90,49.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Guarachi Family 2009 Chardonnay (Sonoma Coast),"A big improvement over the winery's last release, this '09 Chardonnay is rich and oaky and crisp in acidity. It's just delicious, with ripe pineapple jam, buttered toast, créme brûlée and vanilla flavors. Made in a big, powerful style, but balanced. Drink now.",92,30.0,Chardonnay,Sonoma Coast,Chardonnay-Sonoma Coast
Castillo De Feliciana 2014 Brillánte Brut Méthode Traditionnelle Chardonnay (Columbia Valley (WA)),"Aromas of citrus rind, baking spice and baked bread fill the aromas. The palate is tart with lively fruit flavors.",87,30.0,Chardonnay,Columbia Valley (WA),Chardonnay-Columbia Valley (WA)
Boxwood 2014 Trellis Red (Middleburg),"Fresh and bright, the nose of this wine is filled with bramble fruit, lavender and violet candy. The palate is racy, with red cherry, pomegranate, lavender and violet. Smooth tannins lead to a silky finish.",88,22.0,Bordeaux-style Red Blend,Middleburg,Bordeaux-style Red Blend-Middleburg
Château Branaire-Ducru 2008 Barrel sample  (Saint-Julien),"89-91 Barrel sample. Dark, somewhat austere, a wine that masks the generosity of Saint-Julien. Everything is there, but in grey and white, rather than vivid color.",90,,Bordeaux-style Red Blend,Saint-Julien,Bordeaux-style Red Blend-Saint-Julien
Laetitia 2006 La Colline Pinot Noir (Arroyo Grande Valley),"Delicious and savory right now straight out of the bottle. With crisp Central Coast acidity, the wine shows enormous balance and elegance. Fully dry, with its flavors are of cherries, raspberries, cola, pepper and oak, with a fascinating tinge of fresh green Provençal herbs. Not a longterm ager, so best by 2012.",93,60.0,Pinot Noir,Arroyo Grande Valley,Pinot Noir-Arroyo Grande Valley
Domaine J. Meuret 2014 Phelps Creek Vineyard Les Chênes Pinot Noir (Oregon),"The second release of this Oregon Pinot project from Walla Walla's Jon Meuret (Maison Bleue) is irresistible. A three-clone blend from a top Columbia Gorge vineyard, it's explosively aromatic, with a strong whiff of pipe tobacco that Meuret believes is a vineyard marker. Those powerful aromatics push into a dense core of strawberry-cherry fruit, enhanced by oak notes. Delicious now, this has the structure and power to cellar well. Drink now through 2028.",94,45.0,Pinot Noir,Oregon,Pinot Noir-Oregon
Podere Scopetone 2010  Brunello di Montalcino,"The color on this is surprisingly evolved, showing more brick than garnet, while the nose offers underbrush, tobacco, fennel and red berry. The palate is closed and rather lean, offering raw red cherry, licorice, menthol and mineral alongside assertive but fine-grained tannins.",88,60.0,Sangiovese,Brunello di Montalcino,Sangiovese-Brunello di Montalcino
Joseph Phelps 2014 Estate Grown Cabernet Sauvignon (Napa Valley),"This wine is predominately Cabernet Sauvignon, with smaller amounts of other Bordeaux red varieties. Together, they offer bold, ripe red-currant and -berry flavors, with a rich entry and gravelly texture. Highly stylized, grippy tannins and a leather note provide additional strength.",93,75.0,Cabernet Sauvignon,Napa Valley,Cabernet Sauvignon-Napa Valley
Materra Cunat Family Vineyards 2015 Estate Grown Sauvignon Blanc (Oak Knoll District),"This impressive bottling is brightly substantial and tensely textured, lively in acidity and yet brimming with complexity. Stony lemon and peach ride a fruitful wave of flavor and find balance between sweet ripeness and memorable crispness.",92,25.0,Sauvignon Blanc,Oak Knoll District,Sauvignon Blanc-Oak Knoll District
Château La Rame 2009  Bordeaux,"Juicy and fruity, with red berry fruits and a strong element of acidity. This is refreshing Bordeaux, soft, supple and light in the mouth.",84,17.0,Bordeaux-style Red Blend,Bordeaux,Bordeaux-style Red Blend-Bordeaux
Hawkins Cellars 2013 Reserve Syrah (Columbia Valley (WA)),"Kiona Vineyard on Red Mountain provides the fruit for this wine, along with Chandler Reach in the Yakima Valley. Baking spice, clove and anise aromas are followed by light, tart red fruit flavors that trail slightly toward the spice filled finish.",89,34.0,Syrah,Columbia Valley (WA),Syrah-Columbia Valley (WA)
Felten Cellars 2012 Zinfandel (Paso Robles),"This Zin has candied, fruit punch flavors of cherries, licorice, raisins, brown sugar and cinnamon. It's a robust wine, mouthfilling and heady, that's best paired with barbecue.",85,18.0,Zinfandel,Paso Robles,Zinfandel-Paso Robles
Heron Hill 2012 Reserve Morris Vineyard Pinot Blanc (Finger Lakes),"Hints of spring ramps and earth blow off with aeration to reveal pretty floral and lemon aromas on this off-dry, single-vineyard Pinot Blanc. The palate is a bit demure in fruit concentration, but brisk lemon-lime acidity shines through the richly textured palate.",86,18.0,Pinot Blanc,Finger Lakes,Pinot Blanc-Finger Lakes
Jean-Marc Brocard 2015 Vau de Vey Premier Cru  (Chablis),"This premier cru is on the cooler left bank of the Serein river, making this vintage a crisply mineral wine that's tight with zesty lemon and fine crisp acidity. The hints of yellow fruits are still to develop. The wine is structured and needs to age, so drink from 2018.",92,32.0,Chardonnay,Chablis,Chardonnay-Chablis
Tenuta dell'Ornellaia 1999 Ornellaia  (Bolgheri),"Spicy and full of cassis, tobacco and coffee aromas. Texture and mouthfeel are what this wine is all about; it is plush like velvet carpet. Deep, satisfying flavors of plum, black currant and vanilla lead into an ultrasmooth finish that is clean as a hospital emergency room.",96,125.0,Red Blend,Bolgheri,Red Blend-Bolgheri
Airlie 2012 Vintner's Blend Pinot Noir (Willamette Valley),"Scents and flavors of beet root, rhubarb and cranberry are front and center in this stiff, tart wine with root and acidic flavors. It spent 22 months in one-third new French oak, but that doesn't register on the palate.",86,35.0,Pinot Noir,Willamette Valley,Pinot Noir-Willamette Valley
Jarvis 2012 Estate Grown Cave Fermented Reserve Merlot (Napa Valley),"The third reserve by this producer made of this variety, this is 100% estate and varietal. It unfurls in fireplace smoke, red and black berry, leather and tobacco, with an edginess of cedar and herb. The texture is soft and integrated around a full-bodied concentration of flavor.",93,200.0,Merlot,Napa Valley,Merlot-Napa Valley
Socré 2009  Barbaresco,"This is delicate and fine, with a beautiful and feminine personality. Aromas include soapy lavender, rose, dried ginger and medicinal herb. The tannins are dry and silky.",90,,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Hall 2012 Merlot (Napa Valley),"The producer picks from cooler sites to preserve the wine's freshness and acidity, succeeding in this majority varietal wine, blended with 15% Cabernet Sauvignon and 5% Petit Verdot. Light and easygoing on the entry, it traffics in crisp red and black berry plus inviting notes of herb before finishing in powerful tannins.",88,33.0,Merlot,Napa Valley,Merlot-Napa Valley
Château Mémoires 2012  Bordeaux Blanc,"Soft and rounded, this is a wine that shows its ripe fruits upfront. It has a lightly textured character along with some spice for added interest. The aftertaste is fresh and crisp.",84,,Sauvignon Blanc,Bordeaux Blanc,Sauvignon Blanc-Bordeaux Blanc
Podere Scopetone 2012  Brunello di Montalcino,"Black-skinned berry, pipe tobacco and Mediterranean herb aromas waft out of the glass and carry over to the firm linear palate along with morello cherry, licorice and a hint of clove. Taut fine-grained tannins and fresh acidity provide the backbone while orange peel marks the finish. Drink 2019–2025.",90,57.0,Sangiovese,Brunello di Montalcino,Sangiovese-Brunello di Montalcino
Figge 2005 La Reina Vineyard Chardonnay (Santa Lucia Highlands),"Big and bold, a Chard that shows off its terroir in the crisp, citrusy acidity and clean purity of fruit. The flavors veer toward pineapples and green tropical fruits. Oak plays a very prominent role, perhaps a little too much so, in this dry wine.",86,25.0,Chardonnay,Santa Lucia Highlands,Chardonnay-Santa Lucia Highlands
Bruno Paillard 2006 Blanc de Blancs Extra Brut  (Champagne),"Paillard's crispest Chardonnay comes mainly from the Côte des Blancs. Offering great white fruit and bright apple flavors, this wine is also textured and mineral. It is beginning to mature, suggesting a touch of toastiness while the fruit remains. It finishes dry. Drink the wine now.",94,87.0,Champagne Blend,Champagne,Champagne Blend-Champagne
Socré 2009 Roncaglie  (Barbaresco),"Enhanced by notes of oak spice and toast, this vineyard-designate offering bears aromas of sweet vanilla, cinnamon and bright cherry. It is smooth and silky, but firmly structured on the long finish.",90,,Nebbiolo,Barbaresco,Nebbiolo-Barbaresco
Boeger 2013 Cabernet Franc (El Dorado),"This has an unusually deep color and a smoky rim. Aromas resemble chocolate and balsamic, while flavors are rich, smoky and savory. The texture is thick with tannins that leave a drying impression on the finish.",86,20.0,Cabernet Franc,El Dorado,Cabernet Franc-El Dorado
R2 2010 Big Bend Reserve Pinot Noir (Carneros),"Ripe and oaky, with raspberry and cherry jam, mushroom and oak flavors that have a dry finish. Drink now.",83,38.0,Pinot Noir,Carneros,Pinot Noir-Carneros
Duckhorn 2005 Estate Grown Merlot (Napa Valley),"Deeply impressive on every level, from the profound, inviting aromas of currants and fine oak to the mouthfeel, which is plush and important. Encased in a superb structure of acidity and firm tannins are ripe, complex flavors of currants, violets, olive tapenade and oatmeal raisin cookies. Completely dry, this beautiful wine should age well for six years or more.",94,85.0,Merlot,Napa Valley,Merlot-Napa Valley
Gracianna 2012 Mercedes Riverblock Pinot Noir (Russian River Valley),"The vineyard is on Westside Road, in the warmer part of the valley. The wine is gentle, balanced and immediately likeable for its array of raspberries, cherries and cola. Heat from alcohol makes it a little ungainly, and may limit ageability. Drink through 2019.",89,58.0,Pinot Noir,Russian River Valley,Pinot Noir-Russian River Valley
Pellet Estate 2013 Sunchase Vineyard Chardonnay (Sonoma Coast),"A heady mixture of lemon custard and baked pear marks the entry to this full-bodied, deliciously decadent wine, from a high-elevation site above the Petaluma Gap. Honeyed aromas maintain themselves in the glass, accented in floral honeysuckle and ginger. Lovely and generous, it softens as it goes.",93,68.0,Chardonnay,Sonoma Coast,Chardonnay-Sonoma Coast
Owl Ridge 2004 Brigden Vineyard Cabernet Sauvignon (Sonoma County),"The vineyard is up in the Mayacamas between Spring Mountain and Sonoma Valley, and the wine shows quite a bit of power. Coming from this hot vintage, it's also very ripe and fruity, in a California way. But it's classically structured and dry, and the tannins are softly complex. This delicious, ageable Cab is a worthy followup to the '03.",92,48.0,Cabernet Sauvignon,Sonoma County,Cabernet Sauvignon-Sonoma County
Bortolin Angelo 2014 Brut  (Valdobbiadene Prosecco Superiore),"Delicately scented, this offers aromas of white stone fruit and spring field flowers. On the bright palate, green pear, lemon-lime and chopped herbs emerge alongside racy acidity and a persistent perlage. A mineral note leaves a clean, crisp finish.",89,23.0,Glera,Valdobbiadene Prosecco Superiore,Glera-Valdobbiadene Prosecco Superiore
a-non-ah-mus 2009 Babcock Vineyard Pinot Noir (Sta. Rita Hills),"How this wine manages to be both sweet and bone dry at the same time is a mystery. It's simply luscious, brimming with deliriously rich flavors of raspberry cream, cherry vanilla, gingerbread cookie and buttered cinnamon toast. It's the Chardonnay version of Pinot Noir, creamy and honeyed.",93,44.0,Pinot Noir,Sta. Rita Hills,Pinot Noir-Sta. Rita Hills
