Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
127318,US,"A bright Pinot from a great spot, this wine takes a while to open, especially aromatically, but once it does it has a lot to say. Structured and soft, it's meaty in savory cranberry and earth, bright with fruit and acidity. Cellar until 2017–2019 and it should have even further built up its vocabulary.",Weir Vineyard,92,45.0,California,Yorkville Highlands,North Coast,Virginie Boone,@vboone,Drew 2011 Weir Vineyard Pinot Noir (Yorkville Highlands),Pinot Noir,Drew
16379,US,"This blend of 47% Grenache, 35% Mourvèdre and 18% Syrah is reminiscent of a walk through the dewy sagebrush, with dried wild herbs most prominent alongside cola, rustic plum and mulberry and a hint of pine forest. Those forest-like flavors show on the sip as well, with bay leaf, green peppercorn and a savory salts enhancing the baked berry and tangy plum skin elements—a GSM with teeth and structure.",Salacious,92,38.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Asuncion Ridge 2014 Salacious Red (Paso Robles),Rhône-style Red Blend,Asuncion Ridge
24398,France,"This smooth wine has a soft and fruity character. It is very open, accessible and with a lightly zesty texture. The wine has a perfumed crisp aftertaste. Drink now.",Domaine de Paris,86,15.0,Provence,Côtes de Provence,,Roger Voss,@vossroger,Les Vins Bréban 2016 Domaine de Paris Rosé (Côtes de Provence),Rosé,Les Vins Bréban
1065,Portugal,"Ripe and fruity, this is already delicious, but that doesn't detract from the firm tannins and density of a wine that will age well. It has all the elements, with the fruit, solid tannins and a juicy aftertaste. Drink from 2025.",Quinta do Seixo Vintage,94,50.0,Port,,,Roger Voss,@vossroger,Sandeman 2015 Quinta do Seixo Vintage  (Port),Port,Sandeman
74925,US,"Here's a full-bodied, lusty Zin. With a rustically tannic structure and ripe, almost overripe flavors of blackberry and cherry jam and black pepper, it's a natural for a peppery flank steak.",Mountain Selection,85,20.0,California,Amador County,Sierra Foothills,,,Scott Harvey 2005 Mountain Selection Zinfandel (Amador County),Zinfandel,Scott Harvey
128737,Portugal,"This generous smooth wine is packed with ripe tannins and vibrant red fruits. There is the typical mineral texture of many Dão wines along with solid spice and dark chocolate flavors from wood aging. This is an impressive wine that deserves to age further, so drink from 2019.",Opta Reserva,90,20.0,Dão,,,Roger Voss,@vossroger,Opta 2014 Opta Reserva Red (Dão),Portuguese Red,Opta
72971,Spain,"This opens with oaky aromas that suggest plastic and milk chocolate, but with airing, shift to berry fruits and mint. The palate is hard and tannic, while savory berry, BBQ'd notes and meaty berry fruit flavors finish with resiny oak and pinched tannins. This wide load is tannic and oaky; give it until late 2014 before revisiting.",Selección Familiar Crianza,88,22.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Launa 2009 Selección Familiar Crianza  (Rioja),Tempranillo,Launa
8130,France,"This is a fruity wine, gentle with its white fruits and citrus flavors. It has just a touch of minerality from the granite soil that brings out acidity and a tangy aftertaste. Drink this refreshing wine now.",Sur Lie,88,12.0,Loire Valley,Muscadet Côtes de Grandlieu,,Roger Voss,@vossroger,La Berrière 2016 Sur Lie  (Muscadet Côtes de Grandlieu),Melon,La Berrière
123450,US,"A dry, thin, modest Cabernet, the kind you drink in a paper cup at big parties. The host serves it, and you drink with the food.",,82,9.0,California,California,California Other,,,Surf Point 2010 Cabernet Sauvignon (California),Cabernet Sauvignon,Surf Point
116340,Chile,"Aromas of tree bark, cola, mushroom and black olive get this Cab going, while on the palate it keeps that savory-over-fruity character by showing meaty, mildly herbal flavors. It's full, a bit tannic and grabby. But overall it has an honest feel and integrity.",Tribute,87,17.0,Colchagua Valley,,,Michael Schachner,@wineschach,Caliterra 2005 Tribute Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Caliterra
127342,Italy,"Charred earth, smoke, roasted coffee bean and raisin aromas come together on this. The brawny palate offers prune, blackberry jam, licorice and mocha alongside tightly packed tannins that leave a drying, rather astringent finish.",,88,40.0,Veneto,Amarone della Valpolicella,,Kerin O’Keefe,@kerinokeefe,Palazzo Maffei 2012  Amarone della Valpolicella,Red Blend,Palazzo Maffei
26093,Italy,"Villa Spinosa owns some of the most beautiful vineyards in Valpolicella and selects the best fruit for this intense, succulent Amarone. The nose offers notes of milk chocolate, vanilla-cherry and spice as well as warmer tones of white mushroom, earth and baked apple. The mouthfeel is subdued, but balanced.",,92,55.0,Veneto,Amarone della Valpolicella Classico,,,,Villa Spinosa 2000  Amarone della Valpolicella Classico,"Corvina, Rondinella, Molinara",Villa Spinosa
71479,US,"Nearing four years of age, this Pinot is delicious to drink now. It's mellow and silky, with just enough acidity to give the raspberry and red currant flavors zest. This is Waterstone's most complete Pinot Noir in many years.",,89,22.0,California,Carneros,Napa-Sonoma,,,Waterstone 2009 Pinot Noir (Carneros),Pinot Noir,Waterstone
17431,US,"This is a new dessert wine from Bonny Doon, from the Arroyo Seco region which is such a great source of whites. With 11% residual sugar, it's quite sweet. The apricot, peach, pear and lime flavors have a honeyed, botrytised richness.",Le Vol des Anges Beeswax Vineyard,87,30.0,California,Arroyo Seco,Central Coast,,,Bonny Doon 2006 Le Vol des Anges Beeswax Vineyard Roussanne (Arroyo Seco),Roussanne,Bonny Doon
35415,Italy,"A nice surprise from the Chianti Colli Senesi wine region, this Sangiovese-based wine is fresh and bright, and it comes with berry aromas that are followed by blue flower and wet earth notes.",,88,13.0,Tuscany,Chianti Colli Senesi,,,,Fattoria Del Cerro 2011  Chianti Colli Senesi,Sangiovese,Fattoria Del Cerro
10152,Germany,"Luscious honeyed tangerine and yellow peach notes are offset by a streak of minerality in this easy, off-dry Riesling. It's delicate in body yet juicy and refreshing. Drink now.",Kabinett,87,13.0,Rheinhessen,,,Anna Lee C. Iijima,,Dr. Volkmar 2013 Kabinett Riesling (Rheinhessen),Riesling,Dr. Volkmar
11866,US,"There are some unripe, vegetal flavors in this Pinot Noir. It's dry and simple, although it does boast some cherry and currant flavors, and has a nice, silky texture. Ready now.",,84,25.0,California,Sonoma Coast,Sonoma,,,Simple Math Cellars 2008 Pinot Noir (Sonoma Coast),Pinot Noir,Simple Math Cellars
26401,US,"Exceptionally rich, a Pinot Noir that tastes dramatic from the get go. It's full-bodied, dry and velvety, with complex flavors of berries, pomegranates, cherries, cola, currants, mushrooms and spices. The firm tannins and crisp acids suggest ageability over the next six years.",Bien Nacido Vineyard Block 8,92,56.0,California,Santa Maria Valley,Central Coast,,,Foxen 2009 Bien Nacido Vineyard Block 8 Pinot Noir (Santa Maria Valley),Pinot Noir,Foxen
23643,France,"This is a dense wine, full of blackberries and ripe tannins. Juiciness gives the wine the fruitiness that's typical of the best of the vintage. Acidity at the end emphasizes the freshness. Drink from 2017.",,89,20.0,Bordeaux,Haut-Médoc,,Roger Voss,@vossroger,Château Trois Moulins 2013  Haut-Médoc,Bordeaux-style Red Blend,Château Trois Moulins
35937,US,"Owned by the producer, this vineyard is planted to small-cluster Dijon clones in the heart of the appellation, near San Pablo Bay. Rich and voluptuous, it's intensely oaken and decadent in tropical pineapple, guava and pear, finishing clean and full bodied.",Lewis Vineyard Reserve,91,50.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Frank Family 2013 Lewis Vineyard Reserve Chardonnay (Carneros),Chardonnay,Frank Family
110645,France,"A very pure wine, its red berry fruits dominating lively acidity as well as a tight, tannic, dry core.",,88,24.0,Loire Valley,Saumur-Champigny,,Roger Voss,@vossroger,Antoine Sanzay 2009  Saumur-Champigny,Cabernet Franc,Antoine Sanzay
46033,US,"Wood smoke and charcoal aromas lead to flavors like cola, steak sauce and cherries in this dramatic, Rhône-style wine blended from notoriously meaty Mourvèdre plus Grenache and Syrah. A touch of sweetness and light tannins complete the picture of this wine made by a longtime Rhône variety specialist.",Cashmere Exquisite,88,15.0,California,California,California Other,Jim Gordon,@gordone_cellars,Cline 2015 Cashmere Exquisite Red (California),Red Blend,Cline
79051,Australia,"This wine starts off a bit tarry or rubbery, but decanting allows the bright berry fruit to come forward. Raspberries are limned with hints of mint and other herbs and framed by vanilla. It's medium-bodied, with a tangy finish and a crisp, satiny texture. Drink now.",Benchmark,87,15.0,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Grant Burge 2010 Benchmark Shiraz (South Australia),Shiraz,Grant Burge
21796,Portugal,"Baga has been softened by Merlot to produce a rounded wine, with accents of spice and generous tannins. Berry fruits come strongly through the dry core, giving a rich character to the wine. The finish is full of acidity and ripe red fruits.",Quinta do Encontro Q do E,89,10.0,Bairrada,,,Roger Voss,@vossroger,Dão Sul 2012 Quinta do Encontro Q do E Red (Bairrada),Portuguese Red,Dão Sul
40286,US,"Testarossa's single-vineyard expertise shines on this wine from Rosella's, which is fresh and alive on the nose with ripe nectarine and grapefruit peel. The acidity carries prominently on the palate, but the ruby-red grapefruit elements are not sharp, possessing both sweet and savory sides and finishing with some bitterness. Serve with honey-glazed seared scallops.",Rosella's Vineyard,92,45.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Testarossa 2012 Rosella's Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Testarossa
40902,US,"Shea shows some muscle here, yet remains fruit-driven, with a lush midpalate mixing strawberry and raspberry fruit with cola/sassafras soda flavors. In keeping with Boedecker's style, this wine is extremely clean, the fruit is fresh and the flavors nicely detailed. Nothing big or over the top here, but first-class winemaking.",Shea Vineyard,90,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Boedecker Cellars 2006 Shea Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Boedecker Cellars
36377,Italy,"Grown in steeply terraced mountain vineyards, this crisp, bright wine has aromas of white spring flowers, chamomile and ripe pear. The refreshing palate offers juicy green apple, citrus and a hint of mineral alongside zesty acidity.",Estate Grown,88,14.0,Northeastern Italy,Trentino,,Kerin O’Keefe,@kerinokeefe,Cliffhanger 2013 Estate Grown Pinot Grigio (Trentino),Pinot Grigio,Cliffhanger
39014,France,Red-jelly fruit flavors suggest the fruit for this wine was superripe. That gives an unbalanced character between the tannins and the fruit. Acidity at the end is a more hopeful sign.,La Charmille,85,20.0,Bordeaux,Cadillac Côtes de Bordeaux,,Roger Voss,@vossroger,Château La Rame 2014 La Charmille  (Cadillac Côtes de Bordeaux),Bordeaux-style Red Blend,Château La Rame
62085,US,"Waterstone's non-reserve Cabernet is often quite good and the '05 is just about their best ever. It's a fine wine, dry and full-bodied and rich in black currants, smoky oak and spices. Drink now and for the next several years.",,87,26.0,California,Napa Valley,Napa,,,Waterstone 2005 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Waterstone
70771,US,"The nose on this feather-light wine is enticingly perfumed, wafting of pristine white blossoms and peach. The palate, while a touch sweet, shows more earth and mineral than fruit, finishing on a slightly dark, brambly tone.",Semi-Dry,85,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Agness 2015 Semi-Dry Riesling (Finger Lakes),Riesling,Agness
59317,US,"Sourced again from the excellent Far Away vineyard, this pure varietal Mourvèdre shows lovely, fruit-driven aromas of baked cherry, plum and apple. It's round and detailed on the palate, with highlights of cinnamon, cardamom, and pepper.",Far Away Vineyard,89,26.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Trio Vintners 2010 Far Away Vineyard Mourvèdre (Yakima Valley),Mourvèdre,Trio Vintners
97242,US,"Hard cinnamon candies, cherry juice, pomegranate extract and a touch of balsamic vinegar combine for sharp, nose-tickling aromas on this organically grown wine from pioneering vintner Josh Jensen. The flavor-forward palate explodes with dark fruits, noticeable tannins and solid acidity, showing allspice, Vietnamese coffee and black tea elements.",de Villiers,93,48.0,California,Mt. Harlan,Central Coast,Matt Kettmann,@mattkettmann,Calera 2012 de Villiers Pinot Noir (Mt. Harlan),Pinot Noir,Calera
125190,US,"Farmed by the Dutton family, this vineyard offers a generosity of fruit and depth, the nose perfumed in rose and lavender. Grippy texture lies atop a robust density and luxurious mouthfeel, the rich roundness never overwhelmed but instead kept fresh in bright acidity.",Manzana Vineyard,93,68.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,B Cellars 2014 Manzana Vineyard Pinot Noir (Russian River Valley),Pinot Noir,B Cellars
94890,US,"Dark bramble berry notes are focused on the nose, with sweet tones of anise adding nuance. The round, medium-bodied palate follows suit, offering a line of cranberry acidity supported by grippy tannins. Crushed stone minerality lingers on the finish.",Reserve,87,50.0,Virginia,Monticello,,Alexander Peartree,,Pollak 2012 Reserve Cabernet Franc (Monticello),Cabernet Franc,Pollak
64651,Italy,"Here's a watery and thinly extracted Pinot Grigio that delivers measured aromas of citrus, honey and passion fruit. This is the kind of easygoing wine you'll want to share at park picnics.",,83,,Northeastern Italy,Delle Venezie,,,,Don Giovanni 2008 Pinot Grigio (Delle Venezie),Pinot Grigio,Don Giovanni
23741,France,"Tight and crisp initially, this wine opens up with spice, ripe flavors and a touch of minerality. Taut and textured, it needs to age; drink from 2017.",,87,32.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Bouchard Père & Fils 2013  Pouilly-Fuissé,Chardonnay,Bouchard Père & Fils
70707,Portugal,"Made from 100% Touriga Nacional, this is a dark-pink-colored rosé. The fruit is full while also crisp. Extra Brut suggests a dry wine, although in fact the ripeness of the fruit means it is soft and full. This sparkling wine is ready to drink.",Murta Extra Brut Rosé,87,19.0,Lisboa,,,Roger Voss,@vossroger,Coteaux da Murta NV Murta Extra Brut Rosé Touriga Nacional (Lisboa),Touriga Nacional,Coteaux da Murta
38100,US,"A very pretty expression of Cabernet Franc with notes of cherry, chocolate and floral notes. It's elegant in style with a textured, satiny mouthfeel and a tart, lingering finish.",Weinbau Vineyard,89,35.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Januik 2010 Weinbau Vineyard Cabernet Franc (Wahluke Slope),Cabernet Franc,Januik
109986,Italy,"White spring flower, yellow stone fruit and a whiff of Mediterranean herb come together on this savory wine. The bright juicy palate offers creamy peach, Bartlett pear and a hint of nectarine while an almond note gives it a pleasantly bitter finish.",,89,19.0,Lombardy,Lugana,,Kerin O’Keefe,@kerinokeefe,Ca' Lojera 2016  Lugana,Turbiana,Ca' Lojera
129003,US,"You can taste the oak and lees influence in this rich, full-bodied Chardonnay. With a creamy mouthfeel, it gets serious on the midpalate, with flavors of buttery peach, orange and nectarine fruit. Outstanding and elegant.",Signature,93,43.0,California,Napa Valley,Napa,,,Darioush 2009 Signature Chardonnay (Napa Valley),Chardonnay,Darioush
36209,US,"You'll find the hard tannins associated with Diamond Creek's Cabs, as well as an iodine, metallic brittleness to this wine. The combination of the two makes this as tough as any young Napa Valley Cabernet could be. However, the core is potent, suggesting intensely concentrated black currants and blackberries, reduced to their elemental essence. Do not touch this wine before 2020, and it should still be going strong in 2030.",Red Rock Terrace,95,200.0,California,Diamond Mountain District,Napa,,,Diamond Creek 2010 Red Rock Terrace Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Diamond Creek
48808,US,"Aged 19 months in American and French oak (68% new), it's lush and appealing with notes of vanilla and other barrel spices accenting herbs and red fruit. The palate is creamy in feel with tart, mouthwatering acids that draw out the flavors for a long finish.",RiverBend Vineyard,91,36.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Fielding Hills 2010 RiverBend Vineyard Merlot (Wahluke Slope),Merlot,Fielding Hills
64811,France,"A medium-sweet, spicy wine that offers good fresh guava flavor to balance the ripe texture. The finish is fresh. Screw cap.",,85,19.0,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Zinck 2008 Gewürztraminer (Alsace),Gewürztraminer,Domaine Zinck
48538,Portugal,"This is a well balanced, ready to drink tawny, showing ripe, mature, wood-aged fruit notes along with raisins and some firm tannins. It's rich while still showing some freshness.",Tellu's Tawny,84,,Port,,,Roger Voss,@vossroger,Caves Vale do Rodo NV Tellu's Tawny  (Port),Port,Caves Vale do Rodo
22597,France,"Butter and toast flavors give this wine extra richness and some weight. At the same time, the textured citrus and grapefruit flavors combine with the wine's minerality to give a more lively aftertaste.",,86,29.0,Burgundy,Chablis,,Roger Voss,@vossroger,Domaine Vrignaud 2010  Chablis,Chardonnay,Domaine Vrignaud
34794,Spain,"Forward and direct up front, this has a yeasty but fresh apple aroma. It feels clean and ready, with lemon-lime and kiwi flavors that lead to a fresh finish. This is textbook Cava with some sweetness.",Cordon Negro Extra Dry,85,12.0,Catalonia,Cava,,Michael Schachner,@wineschach,Freixenet NV Cordon Negro Extra Dry Sparkling (Cava),Sparkling Blend,Freixenet
5350,US,"This is a really well-made, traditional and tasty wine with flavor complexity, nice balance and the kind of firm texture that pairs well with grilled and roasted meats. The fruit characteristics of the grape—cherry and cranberry—meld easily with a modest touch of spicy oak from aging in barrels.",1846,89,30.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Nottingham Cellars 2012 1846 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Nottingham Cellars
49321,France,"While the aromas of this young wine reveal considerable toast, on the palate the wine brings forward the ripe apricot and mango flavors to go with that wood. As it matures, these elements will coalesce with the taut, tense mineral texture into an superb, ageworthy terroir-driven wine.",Les Combettes Premier Cru,94,225.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2009 Les Combettes Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive
76044,Portugal,"A blend of Cabernet Sauvignon and Touriga Nacional, this combination brings out the elegance of the Cabernet, with its juicy black currant fruit flavors. The tannins are a touch green, leaving bell pepper flavors on a wine that finishes tight.",Follies Cabernet Sauvignon-Touriga Nacional,86,13.0,Bairrada,,,Roger Voss,@vossroger,Aveleda 2004 Follies Cabernet Sauvignon-Touriga Nacional Red (Bairrada),Cabernet Blend,Aveleda
97743,Austria,"Although the nose is restrained, fresh, ripe notions of Mirabelle and yellow apple can be made out. The palate is bright and poised, shot through with lemon zestiness and lip-smacking freshness. Dry, toned and slender, it's packed with bright, citrusy fruit.",Gemischter Satz Braitenpuechtorff,91,22.0,Niederösterreich,,,Anne Krebiehl MW,@AnneInVino,Ingrid Groiss 2016 Gemischter Satz Braitenpuechtorff White (Niederösterreich),Austrian white blend,Ingrid Groiss
59188,Portugal,"A rich and fruity wine, it's not subtle, but is full of spice and red berry flavors. Firm tannins underpin the bright, bold flavors and suggest that this is a wine that could age for a few years but is also very enjoyable now.",Colheita Seleccionada,88,,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Monteiro 2010 Colheita Seleccionada Red (Tejo),Portuguese Red,Quinta do Casal Monteiro
91306,France,"This fruity wine offers attractive cherry flavors that are spoiled by touches of banana. However, the acidity is good, keeping the wine fresh and indicating that it will be very drinkable in 2015.",,85,20.0,Beaujolais,Saint-Amour,,Roger Voss,@vossroger,Domaine du Haut-Poncié 2013  Saint-Amour,Gamay,Domaine du Haut-Poncié
54486,US,"Rich, dry and tannic, this Syrah has elaborate flavors of dried plums, blackberries, coffee, dark bitter chocolate and black pepper. It's a complex wine, compromised only by the heat of 15.4% alcohol.",Sextant Vineyard,87,36.0,California,Paso Robles,Central Coast,,,Cinnabar 2008 Sextant Vineyard Syrah (Paso Robles),Syrah,Cinnabar
24929,US,"Lonesome Spring and Clifton fruit goes into this Grenache, which includes 16% Syrah and 8% Mourvèdre. Very spicy and pretty aromas invite sipping; the white pepper stands out, along with tart raspberry/cranberry fruit. The wine feels just a little bit chalky in the mouth, but that actually sets it up well for simple smoked or grilled meats.",,88,18.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Chatter Creek 2006 Grenache (Columbia Valley (WA)),Grenache,Chatter Creek
103695,US,"A crisp, tight, stony nose of wet cement, chilled lime peels and chopped lemongrass emerges from this offering from winemaker Matt Ortman and celeb-proprietors Ken Warwick and Nigel Lythgoe. The palate packs lots of bright verve , with the warmth of sliced green pears and green papaya, the sizzle of Key-lime juice and the racy spice of white pepper.",,90,17.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Villa San Juliette 2014 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Villa San Juliette
42787,US,"While perfumed on the nose with aromas of rose petal and peach, a vein of green lingers throughout this blend of Muscat and Malvasia. It's dry and medium bodied in style, but delicately concentrated with soft, yielding acidity.",Aromatico,82,25.0,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Palmer 2011 Aromatico White (North Fork of Long Island),White Blend,Palmer
55455,US,"Sulfur shrouds this wine at first, but it dissipates with time to reveal mild notes of honeyed nut, kiwi, white flower and golden apple. The palate has balanced acidity and a slight oiliness, and the flavors seem a bit muted at the moment.",,84,,Virginia,Virginia,,,,General's Ridge 2011 Pinot Grigio (Virginia),Pinot Grigio,General's Ridge
80094,US,"This is a pretty taut wine that combines a rich style with good, vibrant acidity. Yet it is described as 100% fermented in stainless steel rather than oak barrels. The aromas resemble toasted baguette, butter and toasted walnut, while the flavors are like ripe apple and almonds.",,87,20.0,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Chatom Vineyards 2013 Chardonnay (Calaveras County),Chardonnay,Chatom Vineyards
99720,Italy,"This opens with aromas of espresso, leather, prune, toasted hazelnut and a whiff of dark spice. The palate is evolved, showing roasted coffee bean, raisin and licorice alongside somewhat astringent tannins. You'll also note a green sensation of powdered sage on the close.",Riserva,86,62.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Collina San Ponzio 2010 Riserva  (Barolo),Nebbiolo,Collina San Ponzio
29065,US,"Ripe to the point of overripe, with dried blackberry, cherry and raisin flavors, this Zin also is hot in alcohol. Drink now with rich, fatty barbecue to soften its tough tannins.",Maple Vineyards,86,39.0,California,Dry Creek Valley,Sonoma,,,Armida 2009 Maple Vineyards Zinfandel (Dry Creek Valley),Zinfandel,Armida
81893,Argentina,"Ripe and saturated on the nose, this big boy is dealing blackberry, raisin and graphite on a heady bouquet. A jammy, generous palate comes as no surprise given the wine's color and nose; flavors of baked black fruits, aged dry cheese and salt finish dry and chunky.",,89,20.0,Mendoza Province,Uco Valley,,Michael Schachner,@wineschach,Tiza 2012 Malbec (Uco Valley),Malbec,Tiza
90691,US,"Merlot (73%) takes the lead on this wine, which is rounded out by Malbec (12%), Cabernet Sauvignon (7%), Petit Verdot (4%) and Cabernet Franc. Aromas of herb, barrel spice, pencil lead and red and black fruit are followed by plump yet elegant fruit flavors backed by chalky tannins. It shows a lot of restraint.",Dauntless,90,18.0,Washington,Yakima Valley,Columbia Valley,Sean P. Sullivan,@wawinereport,Airfield Estates 2014 Dauntless Red (Yakima Valley),Bordeaux-style Red Blend,Airfield Estates
31888,Italy,"Grillo is a popular white variety planted in many areas of Sicily and once used as a blending component in Marsala. This expression is fresh, clean and marked by bright citrus endnotes.",,87,20.0,Sicily & Sardinia,Sicilia,,,,D'Alessandro 2010 Grillo (Sicilia),Grillo,D'Alessandro
27092,US,"A bit heavy and jammy-rich, with cherry pie filling, raspberry and red currant flavors. Oak adds the usual smoky, spicy notes. Drink now.",Van der Kamp Vineyard,84,27.0,California,Sonoma Mountain,Sonoma,,,Novy 2007 Van der Kamp Vineyard Pinot Meunier (Sonoma Mountain),Pinot Meunier,Novy
56312,US,"Charred blackberries and deep caramel notes make up the nose of this wine named after the cellar master. Medium in feel, the palate shows a decent roundness, however racing acids cut the midpalate short. Additional black fruit carry the flavors, with black pepper marking the finish.",Paul Shaffer 5th Edition,86,50.0,Virginia,Monticello,,Alexander Peartree,,Veritas 2013 Paul Shaffer 5th Edition Petit Verdot (Monticello),Petit Verdot,Veritas
34931,France,"This is a delicious ripe wine, full of black fruits and with generous tannins. Mint flavors come from the new wood aging and enhance the ripe berry flavors and acidity. Drink this structured wine from 2018.",Cuvée Spéciale,91,36.0,Bordeaux,Puisseguin Saint-Émilion,,Roger Voss,@vossroger,Château Beauséjour 2014 Cuvée Spéciale  (Puisseguin Saint-Émilion),Bordeaux-style Red Blend,Château Beauséjour
47455,US,"Soft tannins support a lighter style of leather, strawberry and herb in this structured, aromatic wine, speckled in cherry cola.",,89,35.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Amici 2014 Pinot Noir (Russian River Valley),Pinot Noir,Amici
122118,France,"While this wine is concentrated with firm tannins, the rich fruit dominates. It is dark, complex and rich, filled with black-plum flavors and a good structure. Intense juiciness character complements the tannins, giving a ripe wine that can age. Drink from 2018.",Cuvée Aliénor,91,22.0,Bordeaux,Fronsac,,Roger Voss,@vossroger,Château Mayne Vieil 2013 Cuvée Aliénor  (Fronsac),Bordeaux-style Red Blend,Château Mayne Vieil
121085,France,"Clean and fresh with lively citrus rind and red apple flesh aromas and flavors. It's not overdone and quite drinkable, with a soft toastiness that lingers through the finish. The texture is creamy and the swallow crisp.",Méthode Traditionnelle Brut Chardonnay-Pinot Noir Sparkling Wine,87,21.0,France Other,France,,Lauren Buzzeo,@laurbuzz,Les Jamelles NV Méthode Traditionnelle Brut Chardonnay-Pinot Noir Sparkling Wine  (France),Champagne Blend,Les Jamelles
81910,France,"A fine, elegant wine, with balanced toast and acidity, great ripe apricot flavors along with spice from the toast, acidity, citrus and a hint of ginger. Still very young, this pure fruited wine could age over 6–10 years.",Les Pucelles Premier Cru,95,260.0,Burgundy,Puligny-Montrachet,,Roger Voss,@vossroger,Domaine Leflaive 2008 Les Pucelles Premier Cru  (Puligny-Montrachet),Chardonnay,Domaine Leflaive
122957,US,"This lovely wine is delicately structured, but quite complex and enjoyable. It has a silky texture framing cherry and red currant flavors that are subtlely tinged with sweet pea and oak. Drink now–2017.",,91,55.0,California,Napa Valley,Napa,,,Peju 2011 Cabernet Franc (Napa Valley),Cabernet Franc,Peju
16972,US,"Nondescript in aroma, this soft Cabernet Franc offers pronounced tannins and a taste of red currant.",Estate,84,32.0,California,Santa Clara Valley,Central Coast,Virginie Boone,@vboone,Jason-Stephens 2009 Estate Cabernet Franc (Santa Clara Valley),Cabernet Franc,Jason-Stephens
36731,France,"This gold-colored, mature wine shows deliciously rich spice as well as a dense texture. It's full bodied and definitely ready to drink.",Herrenweg,86,,Alsace,Alsace,,Roger Voss,@vossroger,Domaine Barmès-Buecher 2008 Herrenweg Gewurztraminer (Alsace),Gewürztraminer,Domaine Barmès-Buecher
113256,France,"Like most Savennières, this is a dry wine. Yet it is so rich, rounded and packed with ripe tropical fruits. The texture is opulent, smooth, creamy and concentrated. It needs to age for at least fours years.",Château de la Mulonnière l'Effet Papillon,91,38.0,Loire Valley,Savennières,,Roger Voss,@vossroger,Guy Saget 2009 Château de la Mulonnière l'Effet Papillon  (Savennières),Chenin Blanc,Guy Saget
77236,US,"A first-release from this site, this is a balanced, lightly textured wine, pretty in rose and lavender, with an intriguing shock of white pepper. Baked cherry and plum find companionship in savory clove and cinnamon on the delicate palate.",TBH Vineyard,93,82.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Small Vines 2014 TBH Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Small Vines
49337,Italy,"Youthful, bright and direct in its bold cherry and blueberry aromas. Vinous, chewy and raw with more evolution ahead. Chewy density with bold concentration and ripe fruit. Give it 4–6 more years.",Campo del Drago,93,80.0,Tuscany,Brunello di Montalcino,,,,Castiglion del Bosco 2007 Campo del Drago  (Brunello di Montalcino),Sangiovese Grosso,Castiglion del Bosco
99677,US,"This Syrah shows the bright fruit and crisp, organizing acidity of Domaine Alfred's Chamisal botting, which is their reserve, without quite the lushness and power. Nonetheless, it's a fine Syrah, firm and dry in tannins, with fat, sappy texture framing jammy cherry, blackberry and peppery fruit.",Chamisal Vineyards,89,28.0,California,Edna Valley,Central Coast,,,Domaine Alfred 2005 Chamisal Vineyards Syrah (Edna Valley),Syrah,Domaine Alfred
